Ax,Ay,Az,Gx,Gy,Gz,Label
-0.053,0.869,0.984,35.84,69.779,-2.855,Roll
-0.264,0.921,1.013,-72.145,38.74,8.573,Roll
-0.295,0.861,0.913,-193.015,-16.305,6.817,Roll
-0.223,0.749,0.827,-250.137,-41.695,-4.603,Roll
-0.272,0.557,0.759,-250.137,-61.405,-6.389,Roll
-0.249,0.26,0.768,-250.137,-52.511,-2.321,Roll
-0.137,-0.019,0.751,-250.137,-54.611,16.557,Roll
-0.142,-0.167,0.739,-250.137,-49.771,13.618,Roll
-0.108,-0.348,0.834,-250.137,-53.366,10.29,Roll
-0.197,-0.619,0.861,-250.137,-29.947,-3.908,Roll
-0.01,-0.795,0.83,-173.916,-22.679,-16.626,Roll
0.056,-0.917,0.837,-69.427,-32.992,-28.008,Roll
0.036,-1.04,1.004,54.58,-27.893,-29.13,Roll
-0.072,-0.938,0.82,190.985,-3.206,-30.527,Roll
-0.202,-0.707,0.605,250.13,-7.84,-29.664,Roll
-0.262,-0.522,0.574,250.13,-40.107,-18.473,Roll
-0.158,-0.255,0.674,250.13,-15.305,-13.099,Roll
-0.077,0.074,0.658,250.13,6.893,-8.282,Roll
0.092,0.288,0.461,250.13,29.702,-31.679,Roll
0.19,0.55,0.676,250.13,96.038,-38.786,Roll
-0.053,0.703,0.964,250.13,136.122,-3.916,Roll
-0.064,0.831,0.937,180.779,107.931,-8.321,Roll
0.028,0.872,0.873,2.595,55.008,-26.458,Roll
0.015,0.924,0.886,-173.023,27.618,-36.87,Roll
-0.16,0.806,0.856,-250.137,1.962,-42.351,Roll
-0.306,0.63,0.818,-250.137,0.198,-33.893,Roll
-0.346,0.403,0.823,-250.137,-25.366,-20.71,Roll
-0.183,0.039,0.698,-250.137,-53.527,-9.038,Roll
-0.153,-0.198,0.628,-250.137,-64.565,5.015,Roll
-0.221,-0.427,0.88,-250.137,-61.275,26.611,Roll
-0.263,-0.603,1.034,-250.137,-52.252,27.519,Roll
-0.247,-0.746,0.933,-250.137,-49.969,11.16,Roll
0.099,-0.941,0.83,-137.794,-52.298,-1.992,Roll
0.214,-1.068,0.879,-4.237,-51.695,-11.794,Roll
0.041,-1.104,0.854,123.832,-69.557,-23.748,Roll
-0.098,-0.861,0.787,240.046,-41.573,-43.542,Roll
-0.226,-0.751,0.644,250.13,-37.794,-47.359,Roll
-0.311,-0.523,0.598,250.13,-50.679,-54.168,Roll
-0.129,-0.278,0.662,250.13,-43.305,-66.359,Roll
0.141,-0.081,0.449,250.13,1.641,-60.649,Roll
0.357,0.236,0.601,250.13,62.74,-38.947,Roll
0.117,0.45,0.64,250.13,113.344,-30.206,Roll
-0.082,0.528,0.823,250.13,133.221,-39.046,Roll
-0.064,0.606,0.851,160.099,131.908,-43.122,Roll
0.055,0.759,0.977,79.55,112.176,-22.527,Roll
-0.007,0.834,0.902,-63.802,94.344,-21.099,Roll
-0.428,0.812,1.067,-191.962,56.168,-23.71,Roll
-0.528,0.669,1.169,-250.137,-29.847,-28.008,Roll
-0.283,0.444,1.065,-250.137,-87.344,-23.252,Roll
-0.137,0.213,0.93,-250.137,-110.053,-2.321,Roll
-0.062,0.014,0.693,-250.137,-81.595,14.557,Roll
-0.115,-0.234,0.622,-250.137,-46.534,16.916,Roll
-0.155,-0.48,0.809,-250.137,-34.916,17.687,Roll
-0.158,-0.664,0.931,-250.137,-49.153,4.733,Roll
-0.033,-0.784,0.77,-187.122,-47.84,-13.611,Roll
0.085,-1.016,0.81,-60.328,-26,-9.053,Roll
0.043,-1.031,1.027,85.298,-14.435,-4.672,Roll
-0.069,-0.873,0.874,183.031,-20.458,-16.992,Roll
-0.119,-0.743,0.607,250.13,-50.191,-31.053,Roll
-0.142,-0.651,0.625,250.13,-66.779,-41.992,Roll
-0.12,-0.452,0.697,250.13,-56.015,-55.71,Roll
0.066,-0.287,0.603,234.344,-28.229,-78.237,Roll
0.141,0.002,0.476,250.13,46.519,-76.954,Roll
0.1,0.296,0.578,250.13,82.687,-60.198,Roll
0.097,0.391,0.796,250.13,125.481,-25.87,Roll
0.082,0.505,0.794,250.13,167.969,1.427,Roll
0.032,0.647,0.805,172.26,186.962,17.603,Roll
-0.234,0.948,1.064,65.71,134.351,27.107,Roll
-0.351,0.938,1.17,-64.87,37.191,13.611,Roll
-0.223,0.864,1.042,-179.115,-6.924,-8.931,Roll
-0.087,0.724,0.942,-250.137,-22.763,-25.702,Roll
-0.167,0.535,0.939,-250.137,-38.779,-31.321,Roll
-0.327,0.32,0.985,-250.137,-56.115,-12.954,Roll
-0.165,0.163,0.658,-250.137,-58.031,-4.427,Roll
0.074,-0.184,0.384,-250.137,-43.733,-7.634,Roll
0.012,-0.428,0.59,-250.137,-19.137,-10.863,Roll
-0.385,-0.646,0.89,-250.137,-17.947,-16.908,Roll
-0.28,-0.788,0.998,-241.405,-23.924,-30.824,Roll
0.042,-0.933,0.867,-138.756,-47.748,-27.473,Roll
0.054,-1.011,0.871,-30.519,-41.55,-30.45,Roll
0.088,-1.016,0.802,114.305,-18.458,-40.748,Roll
-0.045,-0.923,0.734,240.649,-4.573,-41.511,Roll
-0.199,-0.728,0.684,250.13,-27.145,-40.176,Roll
-0.194,-0.475,0.6,250.13,-21.534,-48.725,Roll
0.063,-0.226,0.603,250.13,-3.176,-67.992,Roll
0.258,0.033,0.333,250.13,13.74,-73.893,Roll
0.094,0.364,0.46,250.13,55.382,-48.092,Roll
0.097,0.539,0.881,250.13,108.481,-25.977,Roll
0.17,0.65,0.948,227.046,165.458,-17.374,Roll
-0.005,0.736,0.995,75.405,168.122,-8.985,Roll
-0.373,0.769,1.206,-46.389,131.244,-7.527,Roll
-0.314,0.721,1.229,-142.466,42.389,-12.176,Roll
-0.352,0.542,0.966,-250.137,-24.267,-20.458,Roll
-0.405,0.416,0.874,-250.137,-68.901,-28.748,Roll
-0.245,0.208,0.848,-250.137,-78.084,-6.863,Roll
-0.144,0.017,0.71,-250.137,-63.855,7.962,Roll
-0.1,-0.176,0.727,-250.137,-64.405,9.954,Roll
-0.158,-0.384,0.868,-250.137,-44.061,-7.344,Roll
-0.187,-0.56,0.904,-250.137,-24.718,-15.275,Roll
-0.03,-0.819,0.735,-214.954,-34.275,-28.206,Roll
0.121,-0.966,0.7,-71.344,-41.023,-23.252,Roll
0.037,-1.042,0.83,42.939,-19.458,-19.443,Roll
-0.04,-0.978,0.825,170.634,-12.626,-22.962,Roll
-0.097,-0.881,0.746,250.13,-12.817,-24.275,Roll
-0.148,-0.715,0.599,250.13,-30.084,-27.962,Roll
-0.209,-0.476,0.621,250.13,-30.183,-17.779,Roll
0.007,-0.271,0.607,250.13,-24.573,-31.947,Roll
0.141,0.038,0.493,250.13,53.359,-31.153,Roll
0.084,0.385,0.611,250.13,118.672,-19.252,Roll
-0.032,0.548,0.885,250.13,105.725,-12.45,Roll
0.007,0.673,0.853,250.13,89.763,-22.748,Roll
-0.08,0.816,0.861,164.443,66.076,-23.802,Roll
-0.004,0.958,1.164,20.55,13.985,-17.298,Roll
-0.005,0.919,1.151,-134.069,0.985,-23.206,Roll
-0.263,0.779,0.998,-250.137,-1.366,-24.008,Roll
-0.357,0.66,0.977,-250.137,-48.351,-16.702,Roll
-0.149,0.427,0.976,-250.137,-66.809,-0.443,Roll
-0.146,0.182,0.71,-250.137,-59.237,11.618,Roll
-0.174,-0.038,0.528,-250.137,-32.466,24.374,Roll
-0.223,-0.274,0.567,-250.137,-30.527,31.847,Roll
-0.097,-0.525,0.823,-250.137,-40.901,14.672,Roll
-0.086,-0.683,0.825,-250.137,-54.55,-5.809,Roll
-0.048,-0.836,0.749,-155.504,-32.595,-13.656,Roll
0.107,-0.94,0.689,-29.13,-24.634,-6.031,Roll
0.05,-0.996,0.743,84.496,-31.687,-15.954,Roll
-0.008,-0.898,0.858,192.282,-29.527,-24.603,Roll
-0.108,-0.836,0.884,250.13,-36.183,-28.718,Roll
-0.261,-0.631,0.693,250.13,-40.618,-41.427,Roll
-0.185,-0.3,0.627,250.13,-30.389,-34.611,Roll
0.122,-0.121,0.733,250.13,5.992,-52,Roll
0.179,0.085,0.633,250.13,54.618,-54.221,Roll
0.011,0.454,0.702,250.13,83.58,-41.641,Roll
0.066,0.597,0.802,250.13,106.718,-35.603,Roll
0.179,0.667,0.717,250.13,100.435,-34.733,Roll
0.088,0.822,0.658,161.87,93.954,-46.687,Roll
-0.203,0.983,1.079,48.611,48.466,-12.916,Roll
-0.137,0.965,1.167,-86.55,5.58,-10.153,Roll
-0.22,0.84,0.972,-232.046,-42.038,-6.618,Roll
-0.195,0.719,0.871,-250.137,-101.351,3.656,Roll
-0.08,0.505,0.792,-250.137,-119.183,23.832,Roll
-0.084,0.287,0.833,-250.137,-85.557,48.55,Roll
-0.026,0.155,0.628,-250.137,-29.893,54.695,Roll
-0.131,-0.12,0.406,-250.137,13.763,61.687,Roll
-0.151,-0.409,0.562,-250.137,13.847,50.053,Roll
-0.135,-0.672,0.721,-250.137,5.794,15.321,Roll
0.075,-0.931,0.722,-246.305,-5.71,-6.198,Roll
0.155,-1.063,0.764,-62.275,-22.176,4.076,Roll
0.034,-1.255,0.871,63.176,-11.061,15.458,Roll
0.05,-1.026,0.928,198.405,0.076,-3.565,Roll
-0.168,-0.892,0.75,250.13,0.122,-39.84,Roll
-0.221,-0.599,0.588,250.13,-17.557,-51.26,Roll
-0.216,-0.379,0.669,250.13,-33.763,-34.496,Roll
-0.053,-0.202,0.75,250.13,-31.771,-37.534,Roll
0.035,0.023,0.638,250.13,-1.649,-41.13,Roll
0.142,0.362,0.529,250.13,39.626,-23.603,Roll
0.151,0.534,0.665,250.13,81.489,-26.107,Roll
0.153,0.707,0.758,250.13,114.702,-37.893,Roll
-0.008,0.824,0.852,187.977,87.481,-21.824,Roll
-0.032,0.96,1.239,65.481,41.634,5.489,Roll
0.131,0.989,1.228,-87.107,27.084,-3.542,Roll
-0.115,0.894,0.974,-250.137,26.55,-20.733,Roll
-0.347,0.722,0.845,-250.137,-45.076,-33.237,Roll
-0.236,0.51,0.823,-250.137,-94.954,-42.237,Roll
-0.083,0.249,0.745,-250.137,-97.45,-20,Roll
-0.105,-0.002,0.511,-250.137,-60.038,20.695,Roll
-0.214,-0.322,0.464,-250.137,-22.809,46.076,Roll
-0.167,-0.601,0.743,-250.137,-20.405,39.863,Roll
0.138,-0.879,0.972,-247.359,-28.527,8.29,Roll
0.191,-0.909,0.858,-115.374,-8.672,7.656,Roll
0.098,-0.919,0.792,11.321,-0.504,11.534,Roll
0.031,-0.893,0.75,157.29,-0.42,7.595,Roll
-0.048,-0.719,0.659,250.13,-9.947,-8.573,Roll
-0.141,-0.505,0.68,250.13,-23.282,-13.748,Roll
-0.168,-0.351,0.768,250.13,-13.481,-18.985,Roll
-0.119,-0.154,0.77,250.13,33.351,-35.847,Roll
-0.112,0.04,0.794,250.13,45.496,0.351,Roll
0.062,0.261,0.697,250.13,79.221,-8.664,Roll
0.037,0.412,0.634,250.13,92.466,-25.29,Roll
-0.024,0.662,0.689,250.13,78.84,-23.939,Roll
0.051,0.841,0.909,229.198,72.511,-21.221,Roll
0.077,0.918,1.099,42.099,43.473,-16,Roll
-0.054,0.932,1.069,-159.519,19.855,-35.626,Roll
-0.288,0.839,1.126,-250.137,-45.931,-37.443,Roll
-0.365,0.602,0.978,-250.137,-105,-24.42,Roll
-0.284,0.379,0.823,-250.137,-73.725,6.931,Roll
-0.168,0.104,0.657,-250.137,-13.023,14.206,Roll
-0.225,-0.118,0.627,-250.137,-11.481,24.779,Roll
-0.301,-0.31,0.963,-250.137,-22.641,26.313,Roll
-0.241,-0.5,0.979,-250.137,-16.595,17.763,Roll
0.001,-0.634,0.716,-246.664,-1.74,12.496,Roll
0.063,-0.788,0.715,-156.588,-19.252,4.832,Roll
0.024,-0.879,0.936,-32.351,-36.534,-4.878,Roll
0.057,-0.822,0.898,114.55,-38.519,-9.076,Roll
-0.05,-0.736,0.718,216.076,-34.557,-20.16,Roll
-0.135,-0.672,0.626,250.13,-45.458,-21.977,Roll
-0.181,-0.544,0.59,250.13,-46.489,-24.031,Roll
-0.035,-0.374,0.697,250.13,-23.29,-25.55,Roll
0,-0.116,0.505,250.13,-11.298,-32.824,Roll
0.164,0.248,0.528,250.13,36.573,-31.412,Roll
0.12,0.628,0.587,250.13,98.137,-21.901,Roll
-0.161,0.759,0.959,250.13,107.244,4.244,Roll
-0.094,0.907,1.104,250.13,100.863,7.779,Roll
0.095,1.016,1.048,138.13,101.206,1.595,Roll
0.058,1.019,1.131,-102.107,37.847,-17.649,Roll
-0.098,0.89,0.974,-250.137,-25.718,-35.359,Roll
-0.51,0.673,0.875,-250.137,-80.374,-29.412,Roll
-0.335,0.448,0.875,-250.137,-97.527,-16.42,Roll
-0.196,0.257,0.75,-250.137,-65.672,-2.466,Roll
-0.199,0.025,0.682,-250.137,-67.489,8.565,Roll
-0.092,-0.166,0.763,-250.137,-68.962,11.885,Roll
0.082,-0.382,0.863,-250.137,-27.397,28.641,Roll
-0.03,-0.63,0.876,-250.137,-12.221,30.412,Roll
0.005,-0.85,0.704,-169.893,-2.534,6.046,Roll
0.246,-0.969,0.843,27.603,4.183,6.336,Roll
0.079,-0.853,0.804,175.466,25.817,-5.069,Roll
-0.074,-0.704,0.698,250.13,31.29,-14.824,Roll
-0.077,-0.472,0.635,250.13,14.405,-8.626,Roll
-0.091,-0.314,0.768,250.13,11.763,3.298,Roll
-0.243,-0.112,0.77,250.13,28.244,-6.794,Roll
-0.166,0.005,0.663,250.13,40.122,-17.481,Roll
-0.03,0.162,0.701,250.13,41.458,-37.069,Roll
0.102,0.438,0.529,250.13,69.076,-31.153,Roll
-0.218,0.688,0.794,245.435,79.214,18.534,Roll
-0.204,0.832,1.107,234.649,39.198,20.214,Roll
0.01,0.888,1.151,116.802,13.641,6.29,Roll
0.089,0.934,1.176,-75.153,-26.977,-7.45,Roll
-0.007,0.912,1.07,-230.58,-35.748,-21.176,Roll
-0.234,0.739,1.004,-250.137,-39.153,-25.511,Roll
-0.289,0.537,0.834,-250.137,-45.092,-26.695,Roll
-0.236,0.327,0.777,-250.137,-58.229,-10.466,Roll
-0.1,0.109,0.79,-250.137,-67.672,-3.794,Roll
-0.08,-0.06,0.724,-250.137,-84.359,2.618,Roll
-0.041,-0.247,0.646,-250.137,-79.45,9.939,Roll
-0.027,-0.532,0.831,-250.137,-31.237,24.687,Roll
0.047,-0.744,0.884,-194.962,-18.87,22.366,Roll
0.143,-0.878,0.824,-46.786,16.008,5.015,Roll
0.132,-0.88,0.736,127.397,29.786,-2.55,Roll
-0.031,-0.751,0.719,250.13,44.58,-0.511,Roll
-0.174,-0.6,0.729,250.13,32.809,11.29,Roll
-0.229,-0.204,0.845,250.13,38.076,25.901,Roll
-0.111,-0.029,0.86,250.13,46.611,8.954,Roll
0.051,0.091,0.667,250.13,69.496,-4.206,Roll
-0.023,0.244,0.534,250.13,63.16,-1.969,Roll
-0.092,0.531,0.749,250.13,60.466,-0.031,Roll
-0.006,0.618,0.903,221.282,84.855,-7.611,Roll
-0.072,0.673,0.939,143.053,112.389,-19.328,Roll
-0.284,0.738,0.961,51.29,53.481,-24.542,Roll
-0.304,0.805,1.21,-48.206,-24.481,-20.374,Roll
-0.211,0.802,1.188,-181.267,-76.687,-30.87,Roll
-0.27,0.654,1.036,-250.137,-84.244,-38.26,Roll
-0.35,0.545,0.865,-250.137,-94.397,-33.824,Roll
-0.216,0.293,0.855,-250.137,-108.573,-9.153,Roll
-0.088,0.075,0.737,-250.137,-78.198,3.901,Roll
-0.344,-0.143,0.685,-250.137,-71.084,16.656,Roll
-0.038,-0.43,0.614,-250.137,-72.397,31.611,Roll
0.023,-0.714,0.809,-250.137,-34.145,37.305,Roll
0.064,-0.9,0.884,-221.183,-20.802,27.099,Roll
0.046,-0.883,0.803,-62.427,-6.351,7.786,Roll
0.083,-1.059,0.845,112.519,15.908,12,Roll
-0.062,-0.908,0.752,250.13,26.053,9.519,Roll
-0.187,-0.711,0.591,250.13,22.443,-0.008,Roll
-0.31,-0.42,0.53,250.13,-2.504,-7.802,Roll
-0.13,-0.228,0.703,250.13,-15.443,-15.603,Roll
0.038,-0.125,0.558,250.13,21.832,-24.908,Roll
0.034,0.166,0.417,250.13,73.924,-24.13,Roll
-0.079,0.471,0.55,250.13,75.985,-14.771,Roll
-0.079,0.707,0.872,250.13,70.366,2.649,Roll
0.001,0.847,1.042,226.641,72.092,-2.931,Roll
-0.025,0.933,1.238,60.344,52.389,-11.183,Roll
-0.081,0.911,1.229,-126.809,13.618,-19.305,Roll
-0.192,0.82,1.04,-250.137,-11.924,-31.168,Roll
-0.314,0.648,0.856,-250.137,-31.328,-26.847,Roll
-0.345,0.372,0.832,-250.137,-44.252,-6.137,Roll
-0.205,0.123,0.743,-250.137,-22.305,12.29,Roll
-0.238,-0.02,0.61,-250.137,-16.55,22.359,Roll
-0.26,-0.257,0.831,-250.137,-17.412,20.229,Roll
-0.202,-0.511,1.022,-250.137,-24.244,0.779,Roll
-0.031,-0.698,0.891,-211.214,-28.863,-16.061,Roll
0.045,-0.89,0.957,-43.687,-30.977,-16.626,Roll
-0.084,-0.851,1.011,117.237,-25.282,-14.313,Roll
-0.122,-0.769,0.916,219.321,-17.107,-16.115,Roll
-0.22,-0.634,0.749,250.13,1.687,-16.824,Roll
-0.369,-0.419,0.451,250.13,2.847,-26.847,Roll
-0.374,-0.14,0.387,250.13,0.015,-40.076,Roll
0.136,0.055,0.544,250.13,2.061,-22.878,Roll
0.19,0.235,0.572,250.13,31.595,-17.863,Roll
-0.024,0.407,0.598,250.13,97.756,-34.763,Roll
-0.18,0.723,0.806,250.13,114.519,-40.023,Roll
-0.171,0.839,1.085,212.847,65.023,-7.679,Roll
-0.057,0.877,1.23,76.763,47.16,-14.321,Roll
-0.198,0.901,1.198,-152.29,14.985,-23.16,Roll
-0.299,0.805,1.07,-250.137,-16.763,-29.626,Roll
-0.369,0.542,0.898,-250.137,-43.74,-14.29,Roll
-0.327,0.229,0.88,-250.137,-49.55,15.748,Roll
-0.254,0.075,0.774,-250.137,-36.244,35.931,Roll
-0.285,-0.045,0.735,-250.137,-22.42,33.725,Roll
-0.294,-0.3,0.833,-250.137,-38.397,14.382,Roll
-0.213,-0.589,0.923,-250.137,-54.198,-10.252,Roll
-0.041,-0.796,1.047,-135.649,-62.45,-16.595,Roll
-0.04,-0.837,0.964,37.076,-30.099,-16.863,Roll
-0.137,-0.808,0.883,191.924,-23.466,-22.389,Roll
-0.251,-0.652,0.797,250.13,-32.008,-32.046,Roll
-0.225,-0.443,0.644,250.13,-55.29,-49.977,Roll
-0.16,-0.239,0.607,250.13,-57.122,-71.031,Roll
-0.054,0.008,0.46,250.13,-12.504,-76.229,Roll
0.075,0.208,0.624,250.13,29.664,-87.641,Roll
0.025,0.431,0.632,250.13,46.183,-84.977,Roll
-0.056,0.573,0.803,250.13,59.527,-66.511,Roll
0.159,0.74,0.851,230.901,86.588,-54.221,Roll
0.038,0.844,0.9,59.71,101.649,-50.176,Roll
-0.212,0.937,1.192,-76.702,41.908,-8.412,Roll
-0.227,0.808,1.086,-150.015,-0.145,18.466,Roll
-0.317,0.749,1.064,-247.069,-44.405,28.176,Roll
-0.388,0.601,0.916,-250.137,-62.702,34.374,Roll
-0.272,0.427,0.787,-250.137,-63.351,55.046,Roll
-0.172,0.217,0.757,-250.137,-25.985,74.939,Roll
-0.108,-0.056,0.645,-250.137,-8.405,64.878,Roll
-0.189,-0.264,0.727,-250.137,-43.275,34.115,Roll
-0.118,-0.548,0.826,-250.137,-89.611,9.626,Roll
0.075,-0.809,0.822,-246.756,-59.534,-0.252,Roll
0.093,-0.911,0.851,-146.015,-12.328,1.237,Roll
0.055,-0.953,0.903,-2.931,20.412,2.397,Roll
0.03,-0.94,0.833,132.679,-6.084,-17.618,Roll
-0.024,-0.854,0.719,228.588,-16.985,-34.588,Roll
-0.117,-0.822,0.616,250.13,-2.031,-39.534,Roll
-0.177,-0.554,0.676,250.13,18.695,-44.817,Roll
-0.186,-0.297,0.616,250.13,48.885,-41.557,Roll
-0.089,0.081,0.521,250.13,38.389,-22.061,Roll
0.064,0.289,0.466,250.13,34.794,-14.893,Roll
0.041,0.53,0.473,250.13,84.092,-7.786,Roll
-0.155,0.774,0.785,250.13,90.252,12.427,Roll
-0.227,1.008,1.184,210.519,71.282,12.779,Roll
-0.04,0.98,1.255,107.947,30.641,12.244,Roll
0.063,0.903,1.073,-47.267,-15.076,1.122,Roll
0.06,0.848,0.971,-206.321,-43.412,-14.397,Roll
-0.119,0.749,0.767,-250.137,-59.328,-13.321,Roll
-0.226,0.602,0.828,-250.137,-97.069,2.473,Roll
-0.131,0.34,0.711,-250.137,-92.634,29.855,Roll
-0.054,0.128,0.613,-250.137,-41.076,28.672,Roll
-0.02,-0.136,0.666,-250.137,-7.527,17.321,Roll
-0.053,-0.399,0.816,-250.137,-2.649,24.794,Roll
-0.035,-0.656,0.924,-215.992,7.336,26.916,Roll
0.081,-0.831,0.971,-84.786,5.321,16.626,Roll
0.109,-0.848,0.963,40.366,25.489,10.901,Roll
-0.009,-0.778,0.792,198.015,39.023,6.229,Roll
-0.142,-0.59,0.708,250.13,37.718,3.42,Roll
-0.256,-0.523,0.642,250.13,-22.557,-0.664,Roll
-0.203,-0.182,0.775,250.13,-40.809,-15.13,Roll
-0.156,-0.031,0.671,250.13,-15.84,-39.931,Roll
-0.042,0.162,0.461,250.13,28.863,-37.489,Roll
-0.145,0.48,0.548,250.13,40.489,-2.527,Roll
-0.083,0.784,0.795,250.13,42.969,5.282,Roll
0.041,0.84,0.865,250.13,35.115,-10.939,Roll
0.217,0.898,0.892,75.641,1.702,-16.718,Roll
0.072,0.996,1.055,-68.321,-12.168,-19.206,Roll
-0.03,1.051,1.154,-194.702,-22.527,-23.176,Roll
-0.079,0.861,1.053,-250.137,-22.229,-29.71,Roll
-0.202,0.653,0.935,-250.137,-22.145,-29.87,Roll
-0.181,0.513,1.09,-250.137,-19.542,-2.908,Roll
-0.208,0.158,0.914,-250.137,3.534,3.29,Roll
-0.167,-0.132,0.719,-250.137,9.092,-8.244,Roll
-0.162,-0.467,0.688,-250.137,-12.221,-30.885,Roll
-0.025,-0.751,0.711,-226.191,-21.282,-19.985,Roll
0.045,-0.831,0.693,-66.595,-30.038,-3.336,Roll
0.097,-0.789,0.573,53.084,-13.763,20.374,Roll
-0.002,-0.764,0.631,155.053,4.672,27.893,Roll
-0.135,-0.612,0.669,250.13,-0.153,19.015,Roll
-0.11,-0.442,0.607,250.13,-6.832,12.206,Roll
-0.138,-0.36,0.646,250.13,9.16,13.412,Roll
-0.179,-0.06,0.701,250.13,38.885,21,Roll
-0.31,0.242,0.742,250.13,-0.496,28.015,Roll
-0.083,0.378,0.858,250.13,-11.931,18.534,Roll
0.102,0.48,0.989,229.137,-13.725,7.603,Roll
0.099,0.606,0.886,155.153,24.718,-5.664,Roll
0.042,0.714,1.008,64.26,32.74,-11.786,Roll
-0.027,0.811,1.156,-63.885,24.443,-20.931,Roll
-0.14,0.756,1.077,-194.634,16.687,-27.359,Roll
-0.231,0.705,1.147,-250.137,14.87,-29,Roll
-0.196,0.483,1.011,-250.137,11.328,-21.794,Roll
-0.243,0.263,1.028,-250.137,7.542,-19.763,Roll
-0.141,0.007,0.886,-250.137,-3.046,-21.023,Roll
-0.126,-0.191,0.795,-250.137,-39.473,-33.13,Roll
-0.061,-0.428,0.659,-250.137,-36.282,-22.13,Roll
-0.055,-0.682,0.74,-222.939,-3.229,-2.87,Roll
-0.092,-0.9,0.859,-139.901,-7.183,3.87,Roll
-0.051,-0.9,0.783,-30.008,-13.427,5.389,Roll
-0.004,-0.789,0.574,57.969,-20.198,1.832,Roll
-0.055,-0.825,0.546,163.847,-37.733,4.969,Roll
-0.119,-0.716,0.55,250.13,-28.824,8.305,Roll
-0.215,-0.595,0.641,250.13,-7.908,11.641,Roll
-0.291,-0.298,0.716,250.13,-18.374,1.626,Roll
-0.208,-0.098,0.566,250.13,29.595,0.344,Roll
-0.105,0.076,0.67,250.13,41.908,17.84,Roll
0.052,0.28,0.639,250.13,58.809,-2.626,Roll
0.017,0.558,0.654,250.13,80.435,-20.527,Roll
-0.186,0.817,0.868,250.13,83.458,-2.542,Roll
-0.033,0.925,0.98,184.496,60.84,-19.55,Roll
-0.028,0.878,1.019,4.023,10.305,-31.183,Roll
-0.223,0.922,1.034,-180.328,-33.626,-38.611,Roll
-0.221,0.777,0.974,-250.137,-63.908,-27.878,Roll
-0.255,0.619,1.059,-250.137,-70.802,-19.015,Roll
-0.239,0.401,0.93,-250.137,-69.664,12,Roll
-0.138,0.08,0.821,-250.137,-44.344,13.779,Roll
-0.088,-0.11,0.91,-250.137,-33.595,10.389,Roll
-0.279,-0.312,0.997,-250.137,-36.496,11.779,Roll
-0.237,-0.418,0.914,-250.137,-24.725,-0.931,Roll
0.027,-0.601,0.697,-176.107,1.153,-0.344,Roll
0.096,-0.767,0.704,-64.275,1.115,-3.45,Roll
-0.045,-0.855,0.941,38.885,-8.183,-1.817,Roll
-0.116,-0.777,0.943,135.771,-17.649,-3.092,Roll
-0.146,-0.706,0.772,230.649,-22.504,-6.611,Roll
-0.203,-0.534,0.549,250.13,-43.473,-7.672,Roll
-0.175,-0.406,0.598,250.13,-24.176,-3.229,Roll
-0.046,-0.299,0.62,250.13,7.786,-18.824,Roll
-0.117,0.122,0.619,250.13,40.542,-10.87,Roll
-0.053,0.366,0.69,250.13,21.557,-21.176,Roll
0.093,0.482,0.795,250.13,47.145,-38.542,Roll
0.09,0.578,0.814,224.084,46.962,-47.534,Roll
0.112,0.714,0.868,72.885,15.336,-33.824,Roll
-0.112,0.827,1.005,-35.763,17.084,-20.916,Roll
-0.201,0.929,1.156,-150.305,6.336,-9.504,Roll
-0.236,0.776,1.055,-250.137,-16.588,-8.237,Roll
-0.192,0.572,0.918,-250.137,-11.977,-2.397,Roll
-0.144,0.261,0.951,-250.137,-7.901,13.412,Roll
-0.184,0.136,1.03,-250.137,-25.458,24.237,Roll
-0.181,-0.023,0.828,-250.137,-32.748,19.557,Roll
-0.157,-0.239,0.684,-250.137,-8.855,8.511,Roll
-0.083,-0.519,0.744,-250.137,-14.534,6.046,Roll
-0.032,-0.777,1.009,-133.328,-15.298,6.26,Roll
-0.015,-0.763,1.107,-1.397,-31.351,8.008,Roll
0.009,-0.743,0.929,103.412,-0.084,10.58,Roll
-0.206,-0.647,0.706,250.13,37.885,15.252,Roll
-0.29,-0.524,0.678,250.13,4.267,18.344,Roll
-0.273,-0.36,0.74,250.13,-50.046,8.053,Roll
-0.053,-0.185,0.703,250.13,-32.092,-4.496,Roll
-0.009,0.083,0.425,250.13,40.969,-6.702,Roll
-0.041,0.27,0.597,250.13,39.366,-7.374,Roll
-0.068,0.433,0.799,250.13,-9.679,-21.771,Roll
-0.071,0.681,0.958,184.748,12.847,-36.954,Roll
0.033,0.711,0.931,71.863,48.031,-47.229,Roll
-0.07,0.783,0.941,-55.237,53.878,-45.443,Roll
-0.219,0.801,1.15,-162.87,7.664,-29.374,Roll
-0.317,0.742,1.19,-250.137,-34.038,-20.84,Roll
-0.229,0.495,1.112,-250.137,-39.969,-11.969,Roll
-0.106,0.306,0.906,-250.137,-15.618,-1.397,Roll
-0.125,0.057,0.803,-250.137,-8.321,18.321,Roll
-0.156,-0.126,0.912,-250.137,-27.527,27.534,Roll
-0.14,-0.276,0.953,-250.137,-30.237,22.817,Roll
-0.145,-0.421,0.898,-250.137,-21.313,6.16,Roll
-0.118,-0.605,0.852,-210.718,-17.901,-2.893,Roll
-0.072,-0.764,0.884,-53.351,-25.878,1.397,Roll
